metric,value,interpretation
alb2002_climate_centroid_climate_linkage_ready_rows,0,ALB_2002 centroid exposure rows ready for promoted climate linkage; should remain zero.
alb2002_climate_centroid_data_write_ready_rows,0,ALB_2002 centroid exposure rows allowed for data/ write; should remain zero.
alb2002_climate_shock_candidate_exposure_rows,384,ALB_2002 temp-only climate shock diagnostic rows.
alb2002_climate_shock_candidate_reference_group_rows,16,ALB_2002 survey-month/window diagnostic reference groups.
alb2002_climate_shock_candidate_precip_z_nonmissing_rows,384,ALB_2002 diagnostic rainfall z-score rows.
alb2002_climate_shock_candidate_temp_z_nonmissing_rows,384,ALB_2002 diagnostic temperature z-score rows.
alb2002_climate_shock_candidate_combined_stress_rows,73,ALB_2002 diagnostic combined climate-stress rows; not accepted treatments.
alb2002_climate_shock_candidate_climate_linkage_ready_rows,0,ALB_2002 shock diagnostic rows ready for promoted climate linkage; should remain zero.
alb2002_climate_shock_candidate_data_write_ready_rows,0,ALB_2002 shock diagnostic rows allowed for data/ write; should remain zero.
alb2002_climate_outcome_linked_candidate_rows,14396,ALB_2002 temp-only household-window climate/outcome linked candidate rows.
alb2002_climate_outcome_linked_candidate_household_rows,3599,ALB_2002 households represented in the linked candidate.
alb2002_climate_outcome_linked_candidate_window_rows,4,Diagnostic exposure windows per household in the linked candidate.
alb2002_climate_outcome_linked_candidate_unmatched_rows,0,Linked rows without diagnostic climate windows; should remain zero.
alb2002_climate_outcome_linked_candidate_combined_stress_rows,3092,ALB_2002 linked diagnostic combined climate-stress rows; not accepted treatment variables.
alb2002_climate_outcome_linked_candidate_climate_linkage_ready_rows,0,ALB_2002 linked rows ready for promoted climate linkage; should remain zero.
alb2002_climate_outcome_linked_candidate_data_write_ready_rows,0,ALB_2002 linked rows allowed for data/ write; should remain zero.
alb2002_linked_candidate_descriptive_input_rows,14396,ALB_2002 temp-only linked household-window rows screened descriptively.
alb2002_linked_candidate_descriptive_household_rows,3599,Deduplicated ALB_2002 households used for candidate outcome rates.
alb2002_linked_candidate_descriptive_cell_rows,108,Temp-only descriptive screen cell rows; not promoted descriptive diagnostics.
alb2002_linked_candidate_descriptive_combined_stress_rows,3092,Long rows with diagnostic combined climate-stress flag in the descriptive screen.
alb2002_linked_candidate_descriptive_climate_linkage_ready_rows,0,Rows ready for promoted climate linkage in the descriptive screen; should remain zero.
alb2002_linked_candidate_descriptive_data_write_ready_rows,0,Rows allowed for data/ write from the descriptive screen; should remain zero.
alb2002_provisional_outcome_ready_rows,0,ALB_2002 provisional outcome rows ready for final outcome promotion.
alb2002_outcome_semantics_outcome_ready_rows,0,ALB_2002 raw semantics rows ready for final outcome promotion.
alb2002_outcome_semantics_sdg382_ready_rows,0,ALB_2002 raw semantics rows ready for SDG 3.8.2 construction.
alb2002_health_questionnaire_semantics_rows,65,ALB_2002 questionnaire-backed health semantics and skip-path rows.
alb2002_health_questionnaire_new_lek_unit_rows,31,ALB_2002 questionnaire rows explicitly recording NEW LEKS payment units.
alb2002_health_questionnaire_four_week_oop_rows,17,ALB_2002 OOP item rows with past-four-week recall.
alb2002_health_questionnaire_twelve_month_oop_rows,8,ALB_2002 OOP item rows with past-12-month recall.
alb2002_health_questionnaire_payment_positive_when_not_triggered_rows,0,ALB_2002 skipped payment downstream rows with positive values; should remain zero.
alb2002_health_questionnaire_outcome_ready_rows,0,ALB_2002 questionnaire rows ready for final outcome promotion; should remain zero.
alb2002_health_questionnaire_sdg382_ready_rows,0,ALB_2002 questionnaire rows ready for SDG 3.8.2 construction; should remain zero.
alb2002_health_questionnaire_climate_linkage_ready_rows,0,ALB_2002 questionnaire rows ready for climate linkage; should remain zero.
alb2002_oop_aggregation_policy_rows,11,ALB_2002 OOP aggregation policy stress-test rows.
alb2002_oop_aggregation_policy_max_che10_rate,0.707697,Maximum unweighted CHE10 rate across ALB_2002 stress-test policies; not a final estimate.
alb2002_oop_aggregation_policy_max_che25_rate,0.56738,Maximum unweighted CHE25 rate across ALB_2002 stress-test policies; not a final estimate.
alb2002_oop_aggregation_policy_core_4w_match_rows,3599,ALB_2002 rows where recomputed four-week OOP matches the existing core candidate sum.
alb2002_oop_aggregation_policy_core_12m_match_rows,3599,ALB_2002 rows where recomputed 12-month OOP matches the existing core candidate sum.
alb2002_oop_aggregation_policy_outcome_ready_rows,0,ALB_2002 OOP policy rows ready for outcome promotion; should remain zero.
alb2002_oop_aggregation_policy_sdg382_ready_rows,0,ALB_2002 OOP policy rows ready for SDG 3.8.2 promotion; should remain zero.
alb2002_oop_aggregation_policy_climate_linkage_ready_rows,0,ALB_2002 OOP policy rows ready for climate linkage; should remain zero.
alb2002_skip_missing_semantics_rows,12,ALB_2002 skip/missing semantics audit rows.
alb2002_skip_missing_payment_positive_when_not_triggered_rows,0,ALB_2002 skipped payment rows with positive downstream values; should remain zero.
alb2002_skip_missing_payment_zero_cells_when_not_triggered,11,ALB_2002 skipped payment downstream cells equal zero; downstream decision audit records no positive leakage.
alb2002_skip_missing_payment_positive_cells_when_not_triggered,0,ALB_2002 skipped payment downstream cells positive; should remain zero.
alb2002_skip_missing_outcome_ready_rows,0,ALB_2002 skip/missing rows ready for outcome promotion; should remain zero.
alb2002_skip_missing_sdg382_ready_rows,0,ALB_2002 skip/missing rows ready for SDG 3.8.2 promotion; should remain zero.
alb2002_skip_missing_climate_linkage_ready_rows,0,ALB_2002 skip/missing rows ready for climate linkage; should remain zero.
alb2002_oop_skip_value_decision_rows,5,ALB_2002 OOP skip-value decision audit rows.
alb2002_oop_skip_value_payment_zero_skipped_cells,11,ALB_2002 zero-valued downstream payment cells when payment block was not triggered.
alb2002_oop_skip_value_payment_positive_skipped_rows,0,ALB_2002 rows with positive downstream payment values when payment block was not triggered; should remain zero.
alb2002_oop_skip_value_payment_positive_skipped_cells,0,ALB_2002 positive downstream payment cells when payment block was not triggered; should remain zero.
alb2002_oop_skip_value_zero_skip_policy_ready_rows,4,ALB_2002 rows supporting the narrow no-positive-leakage skipped-payment decision.
alb2002_oop_skip_value_oop_recall_scope_ready_rows,0,ALB_2002 OOP recall scope rows accepted by skip-value audit; should remain zero.
alb2002_oop_skip_value_oop_inclusion_scope_ready_rows,0,ALB_2002 OOP inclusion scope rows accepted by skip-value audit; should remain zero.
alb2002_oop_skip_value_outcome_ready_rows,0,ALB_2002 OOP skip-value rows ready for outcome promotion; should remain zero.
alb2002_access_need_denominator_policy_rows,24,ALB_2002 access/need denominator policy audit rows.
alb2002_access_need_q01_need_rows,3247,ALB_2002 households not coded as no-one-needed-health-care in m5b_q01.
alb2002_access_need_person_need_household_rows,2202,ALB_2002 households with any Health A chronic/disability or sudden-illness proxy.
alb2002_access_need_composite_any_access_barrier_rows,1861,ALB_2002 composite any-access-barrier candidate rows; not a final outcome.
alb2002_access_need_low_event_rate_rows,3,ALB_2002 access/need policies with event rate below 3 percent.
alb2002_access_need_outcome_ready_rows,0,ALB_2002 access/need rows ready for outcome promotion; should remain zero.
alb2002_access_need_climate_linkage_ready_rows,0,ALB_2002 access/need rows ready for climate linkage; should remain zero.
alb2002_consumption_sdg_denominator_policy_rows,14,ALB_2002 consumption/SDG denominator policy audit rows.
alb2002_consumption_sdg_positive_total_consumption_rows,3599,ALB_2002 rows with positive total consumption in the temp candidate.
alb2002_consumption_sdg_che10_4w_unreviewed_rate,0.173937,Diagnostic ALB_2002 CHE10 rate using unreviewed four-week OOP; not a final outcome.
alb2002_consumption_sdg_che25_12m_unreviewed_rate,0.165046,Diagnostic ALB_2002 CHE25 rate using unreviewed 12-month OOP; not a final outcome.
alb2002_consumption_sdg_spl_ready_rows,0,ALB_2002 rows with SPL inputs accepted; should remain zero.
alb2002_consumption_sdg_ppp_cpi_ready_rows,0,ALB_2002 rows with PPP/CPI inputs accepted; should remain zero.
alb2002_consumption_sdg_discretionary_budget_ready_rows,0,ALB_2002 rows with discretionary-budget construction accepted; should remain zero.
alb2002_consumption_sdg_outcome_ready_rows,0,ALB_2002 consumption/SDG rows ready for outcome promotion; should remain zero.
alb2002_consumption_sdg_sdg382_ready_rows,0,ALB_2002 rows ready for SDG 3.8.2 construction; should remain zero.
alb2002_consumption_sdg_climate_linkage_ready_rows,0,ALB_2002 consumption/SDG rows ready for climate linkage; should remain zero.
alb2002_consumption_construction_source_audit_rows,9,ALB_2002 public consumption-construction source audit rows.
alb2002_consumption_construction_do_file_rows,19,Extracted public ALB_2002 Stata do-files documenting consumption construction.
alb2002_consumption_construction_documentation_ready_rows,9,ALB_2002 source-audit rows with accepted public construction documentation.
alb2002_consumption_construction_released_variable_mapping_ready_rows,3,ALB_2002 source-audit rows supporting local `totcons` to public `totcons3` mapping.
alb2002_consumption_construction_denominator_variant_ready_rows,8,ALB_2002 source-audit rows documenting the final total-budget denominator variant.
alb2002_consumption_construction_outcome_ready_rows,0,ALB_2002 source-audit rows ready for outcome promotion; should remain zero.
alb2002_consumption_construction_sdg382_ready_rows,0,ALB_2002 source-audit rows ready for SDG 3.8.2 promotion; should remain zero.
alb2002_consumption_construction_climate_linkage_ready_rows,0,ALB_2002 source-audit rows ready for climate linkage; should remain zero.
alb2002_consumption_aggregate_crosswalk_rows,11,ALB_2002 consumption aggregate metadata/local evidence crosswalk rows.
alb2002_consumption_aggregate_crosswalk_metadata_catalog_rows,0,Local master metadata rows available for ALB_2002 aggregate verification; public source evidence now sits in the construction-source audit instead.
alb2002_consumption_aggregate_crosswalk_candidate_totcons_match_rows,3599,ALB_2002 candidate total_consumption rows exactly matching raw `totcons`.
alb2002_consumption_aggregate_crosswalk_construction_source_rows,9,Rows imported from the upstream ALB_2002 public consumption-construction source audit.
alb2002_consumption_aggregate_crosswalk_construction_do_file_rows,19,Extracted public Stata do-files used as ALB_2002 denominator-construction evidence.
alb2002_consumption_aggregate_crosswalk_official_documentation_ready_rows,9,ALB_2002 rows with accepted public aggregate-construction documentation.
alb2002_consumption_aggregate_crosswalk_released_variable_mapping_ready_rows,3,ALB_2002 rows supporting the local `totcons` to public `totcons3` mapping.
alb2002_consumption_aggregate_crosswalk_denominator_variant_ready_rows,8,ALB_2002 rows documenting the total-budget denominator variant.
alb2002_consumption_aggregate_crosswalk_sdg382_ready_rows,0,ALB_2002 aggregate crosswalk rows ready for SDG 3.8.2 promotion; should remain zero.
alb2002_period_aligned_che_policy_rows,3,ALB_2002 period-aligned CHE stress-test policy rows.
alb2002_period_aligned_che_period_alignment_ready_rows,3,"ALB_2002 period-aligned CHE rows ready for stress testing, not outcome promotion."
alb2002_period_aligned_che_combined_che10_rate,0.228952,Combined monthly-equivalent unweighted CHE10 rate for ALB_2002 no-gifts-with-transport stress test.
alb2002_period_aligned_che_combined_che25_rate,0.0805779,Combined monthly-equivalent unweighted CHE25 rate for ALB_2002 no-gifts-with-transport stress test.
alb2002_period_aligned_che_outcome_ready_rows,0,ALB_2002 period-aligned CHE rows promoted to final outcomes; should remain zero.
alb2002_period_aligned_che_current_decision,blocked_alb2002_period_aligned_che_policy_not_outcome_ready,Current ALB_2002 period-aligned CHE policy decision.
alb2002_minimum_recipe_promotion_action_rows,6,ALB_2002 minimum recipe promotion action rows.
alb2002_minimum_recipe_promotion_gate_rows,10,ALB_2002 minimum recipe promotion gate rows.
alb2002_minimum_recipe_promotion_blocked_gates,7,ALB_2002 minimum recipe gates still blocked.
alb2002_minimum_recipe_promotion_harmonized_ready_rows,0,ALB_2002 rows ready for harmonized data promotion; should remain zero.
alb2002_minimum_recipe_promotion_outcome_ready_rows,0,ALB_2002 rows ready for outcome promotion; should remain zero.
alb2002_minimum_recipe_promotion_sdg382_ready_rows,0,ALB_2002 rows ready for SDG 3.8.2 promotion; should remain zero.
alb2002_minimum_recipe_promotion_climate_linkage_ready_rows,0,ALB_2002 rows ready for climate linkage after minimum recipe gates; should remain zero.
alb2002_climate_linkage_ready_rows,0,ALB_2002 district crosswalk rows ready for climate linkage.
alb2002_boundary_name_match_unmatched_survey_rows,1,ALB_2002 survey district rows unmatched to public current boundary names.
alb2002_boundary_name_match_duplicate_boundary_name_keys,2,Duplicate public current boundary-name keys in the ALB_2002 boundary audit.
alb2002_boundary_name_match_historical_year_ready_rows,0,ALB_2002 boundary-name rows ready for 2002 historical boundary validation.
alb2002_boundary_name_match_climate_linkage_ready_rows,0,ALB_2002 boundary-name rows ready for climate-linkage promotion.
alb2002_boundary_resource_search_complete_name_coverage_rows,1,ALB_2002 boundary resources with complete district-name coverage after documented repairs.
alb2002_boundary_resource_search_exact_unit_count_rows,1,ALB_2002 boundary resources whose feature and distinct-key counts match the 36 district groups.
alb2002_boundary_resource_search_2002_historical_ready_rows,0,ALB_2002 boundary resources verified as 2002 historical inputs.
alb2002_boundary_resource_search_climate_linkage_ready_rows,0,ALB_2002 boundary resources ready for climate-linkage promotion.
alb2002_boundary_geometry_feature_rows,36,Features parsed in the best ALB_2002 boundary lead.
alb2002_boundary_geometry_metadata_boundary_year,2013,Boundary year reported by the candidate boundary metadata.
alb2002_boundary_geometry_boundary_year_matches_2002_rows,0,Candidate geometry rows whose metadata verifies a 2002 boundary vintage.
alb2002_boundary_geometry_historical_2002_boundary_ready_rows,0,Geometry/provenance rows ready as verified 2002 boundary inputs.
alb2002_boundary_geometry_climate_linkage_ready_rows,0,Geometry/provenance rows ready for climate-linkage promotion.
alb2002_boundary_manual_verification_action_rows,7,Manual source/action rows for resolving ALB_2002 boundary verification.
alb2002_boundary_manual_verification_gate_rows,9,Manual boundary promotion-gate checklist rows.
alb2002_boundary_manual_verification_blocked_gates,6,Manual boundary verification gates still blocked.
alb2002_boundary_manual_verification_pre2011_digital_map_absence_rows,1,Negative-evidence rows documenting pre-2011 national digital map absence.
alb2002_boundary_manual_verification_climate_linkage_ready_rows,0,Manual verification packet rows ready for climate-linkage promotion.
alb2002_boundary_manual_source_followup_rows,7,Manual-source follow-up rows for ALB_2002 boundary leads.
alb2002_boundary_manual_source_followup_conclusive_blocker_rows,7,ALB_2002 source leads with documented blockers after follow-up.
alb2002_boundary_manual_source_followup_district_level_ready_rows,0,ALB_2002 source leads verified as district-level-ready after follow-up.
alb2002_boundary_manual_source_followup_climate_linkage_ready_rows,0,ALB_2002 source leads ready for climate-linkage promotion after follow-up.
alb2002_boundary_manual_source_followup_unece_pre2011_map_status,blocked_pre2011_digital_boundary_source_absence_documented,UNECE/INSTAT pre-2011 national digital map availability blocker status.
alb2002_gadm_boundary_lead_candidate_rows,2,GADM Albania ADM2 source candidates audited for ALB_2002 boundary linkage.
alb2002_gadm36_adm2_row_count,37,GADM 3.6 Albania ADM2 feature rows.
alb2002_gadm36_distinct_normalized_key_count,36,GADM 3.6 normalized district keys after documented name repairs.
alb2002_gadm36_complete_name_coverage_rows,1,Whether GADM 3.6 covers all ALB_2002 district keys by normalized name.
alb2002_gadm36_duplicate_boundary_key_count,1,Duplicated GADM 3.6 normalized district keys that block automatic promotion.
alb2002_gadm_boundary_lead_climate_linkage_ready_rows,0,GADM boundary lead rows ready for ALB_2002 climate-linkage promotion; should remain zero.
alb2012_household_core_recipe_ready_rows,0,ALB_2012 household core rows ready for data promotion.
alb2012_climate_linkage_ready_rows,0,ALB_2012 rows ready for climate linkage.
alb2012_provisional_outcome_ready_rows,0,ALB_2012 provisional outcome rows ready for final outcome promotion.
alb2012_outcome_semantics_outcome_ready_rows,0,ALB_2012 raw semantics rows ready for final outcome promotion.
alb2012_outcome_semantics_sdg382_ready_rows,0,ALB_2012 raw semantics rows ready for SDG 3.8.2 construction.
alb2012_outcome_semantics_climate_linkage_ready_rows,0,ALB_2012 raw semantics rows ready for climate linkage.
alb2012_timing_geography_climate_linkage_ready_rows,0,ALB_2012 timing/geography rows ready for climate linkage.
alb2012_questionnaire_timing_field_rows,29,ALB_2012 questionnaire timing/control field rows.
alb2012_questionnaire_timing_raw_verified_interview_timing_rows,0,ALB_2012 raw household interview timing rows verified after questionnaire review.
alb2012_questionnaire_timing_climate_linkage_ready_rows,0,ALB_2012 questionnaire timing rows ready for climate linkage.
albania_legacy_questionnaire_present_files,5,ALB_2002/2005/2008 legacy questionnaire files present locally.
albania_legacy_questionnaire_read_ok_files,5,Legacy questionnaire files readable in the current environment.
albania_legacy_questionnaire_climate_linkage_ready_rows,0,Legacy questionnaire rows ready for climate linkage.
albania_legacy_questionnaire_timing_field_rows,83,Legacy questionnaire timing/control field rows.
albania_legacy_questionnaire_timing_raw_verified_interview_timing_rows,3599,Verified raw household interview timing rows across legacy Albania waves.
albania_legacy_questionnaire_timing_climate_linkage_ready_rows,0,Legacy questionnaire timing rows ready for climate linkage.
alb2005_recipe_ready_rows,0,ALB_2005 documented review rows ready for recipe promotion.
alb2005_household_core_recipe_ready_rows,0,ALB_2005 household core rows ready for data promotion.
alb2005_provisional_outcome_ready_rows,0,ALB_2005 provisional outcome rows ready for final outcome promotion.
alb2005_outcome_semantics_outcome_ready_rows,0,ALB_2005 raw semantics rows ready for final outcome promotion.
alb2005_outcome_semantics_sdg382_ready_rows,0,ALB_2005 raw semantics rows ready for SDG 3.8.2 construction.
alb2005_outcome_semantics_climate_linkage_ready_rows,0,ALB_2005 raw semantics rows ready for climate linkage.
alb2005_climate_linkage_ready_rows,0,ALB_2005 timing/geography rows ready for climate linkage.
alb2005_timing_geography_source_search_rows,11,ALB_2005 timing/geography source-search audit rows.
alb2005_timing_geography_source_search_local_files_scanned,46,Local ALB_2005 file rows scanned for timing/geography source evidence.
alb2005_timing_geography_source_search_local_variables_scanned,1187,Local ALB_2005 raw-variable rows scanned for timing/geography source evidence.
alb2005_timing_geography_source_search_verified_household_timing_rows,0,Verified ALB_2005 household interview timing rows in source-search evidence.
alb2005_timing_geography_source_search_coordinate_candidate_rows,0,ALB_2005 coordinate/GPS candidate rows in source-search evidence.
alb2005_timing_geography_source_search_climate_linkage_ready_rows,0,ALB_2005 timing/geography source-search rows ready for climate linkage; should remain zero.
alb2005_harmonization_value_decision_recipe_ready_rows,0,ALB_2005 value-decision rows ready for recipe promotion.
alb2005_harmonization_value_decision_required_blocked_rows,16,ALB_2005 required value-decision rows still blocked.
alb2005_required_value_key_rows,26,ALB_2005 required value/key audit rows.
alb2005_required_value_key_recipe_ready_rows,0,ALB_2005 required value/key rows ready for recipe promotion.
alb2005_required_value_key_climate_linkage_ready_rows,0,ALB_2005 required value/key rows ready for climate linkage.
alb2005_health_questionnaire_semantics_rows,58,ALB_2005 health questionnaire semantics audit rows.
alb2005_health_questionnaire_oop_item_rows,36,ALB_2005 questionnaire-backed OOP item rows.
alb2005_health_questionnaire_recipe_ready_rows,0,ALB_2005 questionnaire-semantics rows ready for recipe promotion.
alb2005_health_questionnaire_outcome_ready_rows,0,ALB_2005 questionnaire-semantics rows ready for outcome construction.
alb2005_health_questionnaire_climate_linkage_ready_rows,0,ALB_2005 questionnaire-semantics rows ready for climate linkage.
alb2005_oop_aggregation_policy_rows,11,ALB_2005 OOP aggregation policy stress-test rows.
alb2005_oop_aggregation_policy_total_consumption_rows,3638,ALB_2005 stress-test rows with positive total-consumption denominator.
alb2005_oop_aggregation_policy_outcome_ready_rows,0,ALB_2005 OOP policy rows ready for final outcome promotion.
alb2005_oop_aggregation_policy_recipe_ready_rows,0,ALB_2005 OOP policy rows ready for recipe promotion.
alb2005_oop_aggregation_policy_climate_linkage_ready_rows,0,ALB_2005 OOP policy rows ready for climate linkage.
alb2005_skip_missing_semantics_rows,13,ALB_2005 skip/missing semantics audit rows.
alb2005_skip_missing_payment_nonmissing_when_not_triggered_rows,0,Payment downstream nonmissing rows when trigger is negative.
alb2005_skip_missing_payment_zero_or_missing_when_triggered_rows,326,Triggered payment rows with no positive payment.
alb2005_skip_missing_recipe_ready_rows,0,ALB_2005 skip/missing rows ready for recipe promotion.
alb2005_skip_missing_outcome_ready_rows,0,ALB_2005 skip/missing rows ready for outcome promotion.
alb2005_skip_missing_climate_linkage_ready_rows,0,ALB_2005 skip/missing rows ready for climate linkage.
alb2005_consumption_aggregate_crosswalk_rows,16,ALB_2005 aggregate metadata/local raw crosswalk audit rows.
alb2005_consumption_aggregate_crosswalk_metadata_present_local_rows,1,Public metadata aggregate/component variables present locally.
alb2005_consumption_aggregate_crosswalk_metadata_absent_local_rows,8,Public metadata aggregate/component variables absent locally.
alb2005_consumption_aggregate_crosswalk_totcons_positive_rows,3638,Positive local totcons rows in the crosswalk audit.
alb2005_consumption_aggregate_crosswalk_totcons05_local_rows,0,Local totcons05 rows in poverty.sav; should remain zero in current extract.
alb2005_consumption_aggregate_crosswalk_component_formula_reconstructable_rows,0,Whether checked public aggregate formula components are locally reconstructable; should remain zero.
alb2005_consumption_aggregate_crosswalk_sdg382_ready_rows,0,ALB_2005 aggregate crosswalk rows ready for SDG 3.8.2 construction; should remain zero.
alb2005_consumption_aggregate_crosswalk_recipe_ready_rows,0,ALB_2005 aggregate crosswalk rows ready for recipe promotion; should remain zero.
alb2005_consumption_aggregate_crosswalk_outcome_ready_rows,0,ALB_2005 aggregate crosswalk rows ready for outcome promotion; should remain zero.
