metric,value,interpretation
alb2005_consumption_aggregate_crosswalk_climate_linkage_ready_rows,0,ALB_2005 aggregate crosswalk rows ready for climate linkage; should remain zero.
alb2005_consumption_component_source_search_rows,37,ALB_2005 consumption component source-search audit rows.
alb2005_consumption_component_source_search_exact_target_variables_found,1,Public metadata target variables found exactly in local raw schema.
alb2005_consumption_component_source_search_exact_target_variables_missing,8,Public metadata target variables missing from local raw schema.
alb2005_consumption_component_source_search_construction_code_files_found,0,Local source-code-like files found under the ALB_2005 extract.
alb2005_consumption_component_source_search_construction_code_targets_found,0,Target variables with local construction-code text hits.
alb2005_consumption_component_source_search_sdg382_ready_rows,0,ALB_2005 source-search rows ready for SDG 3.8.2 construction; should remain zero.
alb2005_consumption_component_source_search_recipe_ready_rows,0,ALB_2005 source-search rows ready for recipe promotion; should remain zero.
alb2005_consumption_component_source_search_outcome_ready_rows,0,ALB_2005 source-search rows ready for outcome promotion; should remain zero.
alb2005_consumption_component_source_search_climate_linkage_ready_rows,0,ALB_2005 source-search rows ready for climate linkage; should remain zero.
alb2005_minimum_recipe_promotion_action_rows,6,ALB_2005 minimum recipe promotion action rows.
alb2005_minimum_recipe_promotion_gate_rows,10,ALB_2005 minimum recipe promotion gate rows.
alb2005_minimum_recipe_promotion_blocked_gates,8,ALB_2005 minimum recipe gates still blocked.
alb2005_minimum_recipe_promotion_harmonized_ready_rows,0,ALB_2005 rows ready for harmonized data promotion; should remain zero.
alb2005_minimum_recipe_promotion_climate_linkage_ready_rows,0,ALB_2005 rows ready for climate linkage after minimum recipe gates; should remain zero.
alb2005_public_fieldwork_geo_metadata_evidence_rows,10,ALB_2005 public fieldwork/geography metadata evidence rows.
alb2005_public_fieldwork_geo_metadata_verified_source_rows,10,ALB_2005 public fieldwork/geography metadata rows with source snippets verified.
alb2005_public_fieldwork_geo_metadata_source_missing_rows,0,ALB_2005 public fieldwork/geography metadata rows with missing source evidence; should remain zero.
alb2005_public_fieldwork_geo_metadata_household_timing_verified_rows,0,ALB_2005 household timing rows verified after public metadata audit; should remain zero.
alb2005_public_fieldwork_geo_metadata_raw_coordinate_value_rows,0,ALB_2005 raw coordinate rows verified after public metadata audit; should remain zero.
alb2005_public_fieldwork_geo_metadata_climate_linkage_ready_rows,0,ALB_2005 climate-linkage rows ready after public metadata audit; should remain zero.
alb2005_diary_timing_candidate_audit_rows,11,ALB_2005 bookmetadata diary timing candidate rows.
alb2005_diary_timing_candidate_metadata_found_rows,11,ALB_2005 diary timing candidates found in metadata catalog and DDI.
alb2005_diary_timing_candidate_raw_bookmetadata_files_present,0,Raw bookmetadata files present under temp/raw_downloads; should remain zero in current metadata-only state.
alb2005_diary_timing_candidate_date_candidate_rows,6,Diary beginning/finishing date candidate variables with nonzero DDI valid counts.
alb2005_diary_timing_candidate_household_timing_promoted_rows,0,ALB_2005 household timing rows promoted after diary candidate audit; should remain zero.
alb2005_diary_timing_candidate_climate_linkage_ready_rows,0,ALB_2005 climate-linkage rows ready after diary candidate audit; should remain zero.
alb2005_extracted_module_coverage_ddi_module_rows,68,ALB_2005 DDI/schema modules checked against extracted files.
alb2005_archive_member_rows,61,Members listed directly from the local ALB_2005 archive.
alb2005_archive_sav_member_rows,44,SPSS .sav members listed directly from the local ALB_2005 archive.
alb2005_archive_ddi_module_absent_rows,27,ALB_2005 DDI/schema modules absent from the local archive manifest.
alb2005_archive_critical_module_absent_rows,8,"Critical ALB_2005 timing, food-diary, and design DDI modules absent from the local archive manifest."
alb2005_archive_listing_status,tar_listing_available,Whether the local ALB_2005 archive member list was readable.
alb2005_extracted_module_coverage_present_rows,41,ALB_2005 DDI modules present in extracted files.
alb2005_extracted_module_coverage_missing_rows,27,ALB_2005 DDI modules missing from extracted files.
alb2005_extracted_module_coverage_bookmetadata_missing_rows,1,ALB_2005 bookmetadata_cl missing rows.
alb2005_extracted_module_coverage_critical_missing_rows,8,ALB_2005 critical missing timing/food-diary/design modules.
alb2005_extracted_module_coverage_coordinate_metadata_variable_rows,0,ALB_2005 coordinate/GPS metadata variable rows.
alb2005_extracted_module_coverage_coordinate_extracted_file_rows,0,ALB_2005 coordinate/GPS extracted file rows.
alb2005_extracted_module_coverage_climate_linkage_ready_rows,0,ALB_2005 climate-linkage rows ready after extracted-module audit; should remain zero.
albania_first_analysis_promotion_wave_rows,4,Local Albania raw waves compared for first analysis promotion.
albania_first_analysis_promotion_gate_rows,40,First-analysis promotion gate rows.
albania_first_analysis_promotion_blocked_gate_rows,19,First-analysis promotion gates still blocked.
albania_first_analysis_promotion_ready_wave_rows,0,Albania waves ready for first analytical-sample promotion; should remain zero.
albania_first_analysis_promotion_top_ranked_idno,ALB_2002_LSMS_v01_M,Top-ranked local Albania wave for next manual evidence work.
albania_first_analysis_promotion_current_decision,blocked_no_albania_wave_ready_for_first_analysis_promotion,Current first-analysis promotion decision.
albania_existing_raw_wave_harmonization_ready_rows,0,Existing Albania raw waves ready for harmonized data promotion.
albania_existing_raw_wave_climate_linkage_ready_rows,0,Existing Albania raw waves ready for climate-linkage input promotion.
alb2008_household_core_recipe_ready_rows,0,ALB_2008 household core rows ready for data promotion.
alb2008_provisional_outcome_ready_rows,0,ALB_2008 provisional outcome rows ready for final outcome promotion.
alb2008_outcome_semantics_outcome_ready_rows,0,ALB_2008 raw semantics rows ready for final outcome promotion.
alb2008_outcome_semantics_sdg382_ready_rows,0,ALB_2008 raw semantics rows ready for SDG 3.8.2 construction.
alb2008_outcome_semantics_climate_linkage_ready_rows,0,ALB_2008 raw semantics rows ready for climate linkage.
alb2008_climate_linkage_ready_rows,0,ALB_2008 timing/geography rows ready for climate linkage.
bundle_section_artifact_manifest,1,Direct-read bundle section count.
bundle_section_climate_outcome_gate,50,Direct-read bundle section count.
bundle_section_coverage,5,Direct-read bundle section count.
bundle_section_design_gate,4,Direct-read bundle section count.
bundle_section_go_no_go,1,Direct-read bundle section count.
bundle_section_go_no_go_rule,8,Direct-read bundle section count.
bundle_section_priority_bundle,89,Direct-read bundle section count.
bundle_section_raw_access_gate,5,Direct-read bundle section count.
bundle_section_raw_acquisition_gate,1,Direct-read bundle section count.
bundle_section_raw_verification_gate,22,Direct-read bundle section count.
bundle_section_readiness,6,Direct-read bundle section count.
bundle_section_state,3,Direct-read bundle section count.
bundle_section_traceability,3,Direct-read bundle section count.
bundle_status_acquisition_to_promotion_handoff_current_raw_acquisition_blocked,1,Direct-read bundle status count.
bundle_status_all_download_required_waves_need_browser_manual_terms_acceptance,1,Direct-read bundle status count.
bundle_status_archive_preflight_needs_review,1,Direct-read bundle status count.
bundle_status_available,2,Direct-read bundle status count.
bundle_status_blocked_alb2002_access_candidate_not_promoted_due_denominator_skip_climate_gates,1,Direct-read bundle status count.
bundle_status_blocked_alb2002_access_need_denominator_policy_not_outcome_ready,1,Direct-read bundle status count.
bundle_status_blocked_alb2002_analysis_candidate_not_promoted_due_recipe_outcome_climate_gates,1,Direct-read bundle status count.
bundle_status_blocked_alb2002_boundary_resource_search_no_historical_climate_ready_source,1,Direct-read bundle status count.
bundle_status_blocked_alb2002_che_candidate_not_promoted_due_recipe_sdg_climate_gates,1,Direct-read bundle status count.
bundle_status_blocked_alb2002_climate_centroid_exposures_not_promoted_due_boundary_vintage_source_and_baseline_gates,1,Direct-read bundle status count.
bundle_status_blocked_alb2002_climate_outcome_linked_candidate_not_promoted_due_recipe_outcome_geography_source_baseline_gates,1,Direct-read bundle status count.
bundle_status_blocked_alb2002_climate_shock_candidate_not_promoted_due_geography_baseline_primary_source_gates,1,Direct-read bundle status count.
bundle_status_blocked_alb2002_consumption_sdg_denominator_policy_not_sdg_ready,1,Direct-read bundle status count.
bundle_status_blocked_alb2002_linked_candidate_descriptive_screen_not_promoted_due_unpromoted_inputs,1,Direct-read bundle status count.
bundle_status_blocked_alb2002_minimum_recipe_not_ready_for_promotion,1,Direct-read bundle status count.
bundle_status_blocked_alb2002_oop_aggregation_policy_stress_test_not_outcome_ready,1,Direct-read bundle status count.
bundle_status_blocked_alb2002_period_aligned_che_policy_not_outcome_ready,1,Direct-read bundle status count.
bundle_status_blocked_alb2002_questionnaire_semantics_seen_but_outcome_not_ready,1,Direct-read bundle status count.
bundle_status_blocked_alb2002_skip_missing_semantics_seen_but_recipe_not_ready,1,Direct-read bundle status count.
bundle_status_blocked_alb2002_uhc_composite_candidate_not_promoted_due_outcome_recipe_climate_gates,1,Direct-read bundle status count.
bundle_status_blocked_alb2002_weight_design_semantics_not_promotion_ready,1,Direct-read bundle status count.
bundle_status_blocked_alb2005_consumption_aggregate_metadata_crosswalk_not_ready,1,Direct-read bundle status count.
bundle_status_blocked_alb2005_consumption_component_source_search_not_ready,1,Direct-read bundle status count.
bundle_status_blocked_alb2005_consumption_oop_unit_period_not_ready,1,Direct-read bundle status count.
bundle_status_blocked_alb2005_minimum_recipe_not_ready_for_promotion,1,Direct-read bundle status count.
bundle_status_blocked_alb2005_no_fallback_ready,1,Direct-read bundle status count.
bundle_status_blocked_alb2005_oop_aggregation_policy_stress_test_not_outcome_ready,1,Direct-read bundle status count.
bundle_status_blocked_alb2005_questionnaire_semantics_seen_but_recipe_not_ready,1,Direct-read bundle status count.
bundle_status_blocked_alb2005_required_values_seen_but_recipe_not_ready,1,Direct-read bundle status count.
bundle_status_blocked_alb2005_skip_missing_semantics_seen_but_recipe_not_ready,1,Direct-read bundle status count.
bundle_status_blocked_alb2005_timing_geography_source_search_not_ready,1,Direct-read bundle status count.
bundle_status_blocked_alb2008_no_timing_geography_fallback_ready,1,Direct-read bundle status count.
bundle_status_blocked_alb2012_no_timing_geography_fallback_ready,1,Direct-read bundle status count.
bundle_status_blocked_boundary_crosswalk_not_verified_no_gps,1,Direct-read bundle status count.
bundle_status_blocked_current_boundary_name_match_incomplete_historical_crosswalk_no_gps,1,Direct-read bundle status count.
bundle_status_blocked_diary_timing_metadata_candidate_no_raw_merge_semantics,1,Direct-read bundle status count.
bundle_status_blocked_extracted_package_missing_bookmetadata_and_coordinate_values,1,Direct-read bundle status count.
bundle_status_blocked_fail_closed,1,Direct-read bundle status count.
bundle_status_blocked_followup_confirms_no_public_2002_district_boundary_source,1,Direct-read bundle status count.
bundle_status_blocked_gadm_boundary_lead_no_verified_2002_historical_provenance,1,Direct-read bundle status count.
bundle_status_blocked_geoboundaries_2_0_1_boundary_year_2013_not_verified_2002,1,Direct-read bundle status count.
bundle_status_blocked_legacy_questionnaire_form_design_not_sufficient_for_climate_linkage,1,Direct-read bundle status count.
bundle_status_blocked_manual_boundary_verification_required_before_alb2002_climate_linkage,1,Direct-read bundle status count.
bundle_status_blocked_manual_verification_incomplete,1,Direct-read bundle status count.
bundle_status_blocked_missing_interview_timing_coarse_geography_no_gps,1,Direct-read bundle status count.
bundle_status_blocked_missing_interview_timing_coarse_prefecture_region_no_gps,1,Direct-read bundle status count.
bundle_status_blocked_missing_interview_timing_partial_geography_no_gps,1,Direct-read bundle status count.
bundle_status_blocked_no_alb2002_boundary_source_ready_for_climate_linkage,1,Direct-read bundle status count.
bundle_status_blocked_no_alb2002_outcome_ready_for_promotion,1,Direct-read bundle status count.
bundle_status_blocked_no_albania_wave_ready_for_first_analysis_promotion,1,Direct-read bundle status count.
bundle_status_blocked_no_public_2002_district_boundary_source_verified,1,Direct-read bundle status count.
bundle_status_blocked_no_raw_or_archive_file,1,Direct-read bundle status count.
bundle_status_blocked_official_access_required_no_original_package,1,Direct-read bundle status count.
bundle_status_blocked_outcome_semantics_units_recall_skip_patterns_unreviewed,1,Direct-read bundle status count.
bundle_status_blocked_public_metadata_not_household_climate_linkage_ready,1,Direct-read bundle status count.
bundle_status_blocked_questionnaire_gps_fields_not_present_as_raw_coordinate_artifacts,1,Direct-read bundle status count.
bundle_status_blocked_questionnaire_timing_fields_not_in_raw_household_values,1,Direct-read bundle status count.
bundle_status_blocked_raw_files_absent,1,Direct-read bundle status count.
bundle_status_blocked_raw_microdata,14,Direct-read bundle status count.
bundle_status_blocked_raw_timing_geography_not_verified,1,Direct-read bundle status count.
bundle_status_blocked_required_schema_columns_not_verified,1,Direct-read bundle status count.
bundle_status_blocked_timing_geography_outcome_semantics_units_recall_skip_patterns,3,Direct-read bundle status count.
bundle_status_browser_download_starter_ready_for_manual_terms_acceptance,1,Direct-read bundle status count.
bundle_status_browser_manual_terms_acceptance_required,1,Direct-read bundle status count.
bundle_status_complete,4,Direct-read bundle status count.
bundle_status_core_public_documentation_saved_raw_gate_still_blocked,1,Direct-read bundle status count.
bundle_status_core_wave_replacement_needed_before_download_execution,1,Direct-read bundle status count.
bundle_status_credentialed_download_handoff_waiting_for_session,1,Direct-read bundle status count.
bundle_status_credentialed_download_required_no_public_raw_route,1,Direct-read bundle status count.
bundle_status_credentialed_fetch_command_packet_current_missing_session_material,1,Direct-read bundle status count.
bundle_status_credentialed_workbench_needs_review,1,Direct-read bundle status count.
bundle_status_dataset_scope_locked_6_countries_11_waves_10_downloads_required,1,Direct-read bundle status count.
bundle_status_documented_alb2002_consumption_aggregate_but_not_outcome_sdg_climate_ready,2,Direct-read bundle status count.
bundle_status_documented_alb2002_oop_skipped_values_zero_only_but_oop_policy_not_ready,1,Direct-read bundle status count.
bundle_status_download_acceptance_matrix_current,1,Direct-read bundle status count.
bundle_status_download_execution_ready_raw_missing,1,Direct-read bundle status count.
bundle_status_fail_closed_design_scorecard_currently_no_go_for_estimation_or_policy_learning,1,Direct-read bundle status count.
bundle_status_file_level_routes_confirmed_non_public_raw,1,Direct-read bundle status count.
bundle_status_first_canary_download_runbook_current_raw_missing,1,Direct-read bundle status count.
bundle_status_first_pass_queue_ready_raw_missing,1,Direct-read bundle status count.
bundle_status_harmonization_value_audit_required,1,Direct-read bundle status count.
bundle_status_incoming_router_ready,1,Direct-read bundle status count.
bundle_status_incomplete,1,Direct-read bundle status count.
bundle_status_legacy_questionnaires_readable_content_audit_required,1,Direct-read bundle status count.
bundle_status_limited_che10_che25_financial_outcomes_promoted_sdg_access_climate_still_blocked,1,Direct-read bundle status count.
bundle_status_limited_che_outcome_nasa_admin2_climate_linked_promoted_models_still_blocked,1,Direct-read bundle status count.
bundle_status_limited_core_financial_outcomes_climate_exposures_and_linked_diagnostics_promoted_models_still_blocked,1,Direct-read bundle status count.
bundle_status_limited_harmonized_household_core_promoted_outcome_climate_still_blocked,1,Direct-read bundle status count.
bundle_status_limited_nasa_admin2_centroid_climate_exposures_promoted_linkage_still_blocked,1,Direct-read bundle status count.
bundle_status_local_raw_presence_current_only_mwi2004_registry_raw,1,Direct-read bundle status count.
bundle_status_local_stray_raw_locator_current,1,Direct-read bundle status count.
bundle_status_local_target_readmes_current,1,Direct-read bundle status count.
bundle_status_manual_download_execution_board_current,1,Direct-read bundle status count.
bundle_status_manual_download_packets_current,1,Direct-read bundle status count.
bundle_status_manual_download_progress_current,1,Direct-read bundle status count.
bundle_status_manual_download_required,1,Direct-read bundle status count.
bundle_status_manual_raw_download_required,10,Direct-read bundle status count.
bundle_status_manual_raw_package_required,1,Direct-read bundle status count.
bundle_status_manual_review_required,1,Direct-read bundle status count.
bundle_status_metadata_only_requires_raw_verification,4,Direct-read bundle status count.
bundle_status_metadata_variable_candidates_ready_raw_review_required,1,Direct-read bundle status count.
bundle_status_minimum_batch_climate_linkage_review_current,1,Direct-read bundle status count.
bundle_status_minimum_batch_intake_needs_review,1,Direct-read bundle status count.
bundle_status_minimum_batch_raw_package_actions_ready,1,Direct-read bundle status count.
bundle_status_minimum_batch_raw_value_queue_current,1,Direct-read bundle status count.
bundle_status_minimum_batch_unlock_board_current_all_raw_files_absent,1,Direct-read bundle status count.
bundle_status_mwi2004_acceptance_decisions_fail_closed,1,Direct-read bundle status count.
bundle_status_mwi2004_access_cost_barrier_verified_with_documented_exclusions,1,Direct-read bundle status count.
bundle_status_mwi2004_che10_che25_financial_inputs_verified_sdg_blocked,1,Direct-read bundle status count.
bundle_status_mwi2004_chirps_admin2_extraction_validated,1,Direct-read bundle status count.
bundle_status_mwi2004_chirps_admin2_route_design_ready_extraction_pending,1,Direct-read bundle status count.
bundle_status_mwi2004_health_access_label_skip_blockers_identified,1,Direct-read bundle status count.
bundle_status_mwi2004_health_access_policy_ready_fail_closed,1,Direct-read bundle status count.
bundle_status_mwi2004_health_exceptions_unresolved,1,Direct-read bundle status count.
bundle_status_mwi2004_missing_units_recall_skip_verified,1,Direct-read bundle status count.
bundle_status_mwi2004_promoted_household_climate_dataset_ready,1,Direct-read bundle status count.
bundle_status_mwi2004_raw_backed_evidence_ready_not_final_verified,1,Direct-read bundle status count.
bundle_status_mwi2004_sdg382_candidate_classification_precheck_current_gate_closed,1,Direct-read bundle status count.
bundle_status_mwi2004_sdg382_external_parameters_captured_bridge_unaccepted,1,Direct-read bundle status count.
bundle_status_mwi2004_sdg382_internal_inputs_ready_external_parameters_blocked,1,Direct-read bundle status count.
bundle_status_mwi2004_sdg382_official_denominator_rule_accepted_spl_bridge_blocked,1,Direct-read bundle status count.
bundle_status_mwi2004_timing_admin_ea_verified_climate_route_blocked,1,Direct-read bundle status count.
bundle_status_not_available,1,Direct-read bundle status count.
bundle_status_not_final_outcomes_outcome_semantics_climate_crosswalk_blocked,1,Direct-read bundle status count.
bundle_status_not_final_outcomes_timing_geography_recall_blocked,2,Direct-read bundle status count.
bundle_status_not_final_outcomes_timing_geography_recall_semantics_blocked,1,Direct-read bundle status count.
bundle_status_not_ready_for_verified_recipe,1,Direct-read bundle status count.
bundle_status_not_received_no_original_raw_package,1,Direct-read bundle status count.
bundle_status_official_file_receipt_needs_review,1,Direct-read bundle status count.
bundle_status_official_metadata_evidence_present_raw_gate_still_blocked,1,Direct-read bundle status count.
bundle_status_open_registry_has_promoted_rows,1,Direct-read bundle status count.
bundle_status_packet_candidates_ready_for_data_write,1,Direct-read bundle status count.
bundle_status_partial_gate_delta_documented_keep_data_empty_until_outcome_sdg_geography_gates_pass,1,Direct-read bundle status count.
bundle_status_pass,2,Direct-read bundle status count.
bundle_status_post_download_validation_dry_run_current,1,Direct-read bundle status count.
bundle_status_present_raw_waves_require_wave_specific_schema_value_key_timing_audits,1,Direct-read bundle status count.
bundle_status_promotion_gate_dashboard_current,1,Direct-read bundle status count.
bundle_status_public_documentation_complete_raw_still_blocked,1,Direct-read bundle status count.
bundle_status_public_metadata_only_raw_gate_confirmed,1,Direct-read bundle status count.
bundle_status_raw_archives_available_requires_value_verification,1,Direct-read bundle status count.
bundle_status_raw_package_intake_needs_review,1,Direct-read bundle status count.
bundle_status_raw_schema_claims_only_no_analysis_dataset_claims,1,Direct-read bundle status count.
bundle_status_raw_schema_inspected_harmonization_pending,1,Direct-read bundle status count.
bundle_status_raw_value_summary_available_manual_review_required,1,Direct-read bundle status count.
bundle_status_ready,1,Direct-read bundle status count.
bundle_status_ready_for_credentialed_manual_download,1,Direct-read bundle status count.
bundle_status_receipt_checklist_needs_review,1,Direct-read bundle status count.
bundle_status_received_raw_schema_ready_for_manual_value_review,1,Direct-read bundle status count.
bundle_status_received_raw_semantics_review_ready_for_manual_value_review,1,Direct-read bundle status count.
bundle_status_received_raw_value_profile_ready_for_manual_value_review,1,Direct-read bundle status count.
bundle_status_refocused_manual_download_queue_ready_raw_missing,1,Direct-read bundle status count.
bundle_status_resource_download_routes_no_public_raw_payload,1,Direct-read bundle status count.
bundle_status_target_folder_receipt_smoke_current,1,Direct-read bundle status count.
bundle_status_temp_candidate_no_interview_timing_coarse_geography_outcome_semantics_pending,1,Direct-read bundle status count.
bundle_status_temp_candidate_not_analysis_ready,2,Direct-read bundle status count.
bundle_status_temp_candidate_timing_geography_observed_outcome_semantics_pending,1,Direct-read bundle status count.
bundle_status_threshold_campaign_ready_raw_missing,1,Direct-read bundle status count.
bundle_status_threshold_gap_control_panel_current,1,Direct-read bundle status count.
bundle_status_threshold_replacement_plan_current,1,Direct-read bundle status count.
bundle_status_threshold_sequence_needs_review,1,Direct-read bundle status count.
bundle_status_waiting_for_incoming_packages,1,Direct-read bundle status count.
bundle_status_workbook_needs_review,1,Direct-read bundle status count.
bundle_status_worldbank_session_bootstrap_current_missing_session_material,1,Direct-read bundle status count.
