download_priority_order,queue_role,country,wave,idno,requirement,metadata_status,current_archive_preflight_status,requirement_preflight_status,required_next_evidence
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,oop_health_expenditure,metadata_weak_or_proxy_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,health_need_and_access,metadata_hit_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,survey_timing,metadata_hit_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,climate_geography,metadata_hit_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,missing_codes_units_recall_skip_patterns,raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,household_person_keys,not_found_in_public_metadata_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,weights_and_design,not_found_in_public_metadata_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,consumption_or_income,not_found_in_public_metadata_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,oop_health_expenditure,not_found_in_public_metadata_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,health_need_and_access,not_found_in_public_metadata_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,survey_timing,metadata_hit_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,climate_geography,not_found_in_public_metadata_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,missing_codes_units_recall_skip_patterns,raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,household_person_keys,metadata_hit_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,weights_and_design,metadata_hit_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,consumption_or_income,metadata_hit_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,oop_health_expenditure,metadata_weak_or_proxy_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,health_need_and_access,metadata_hit_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,survey_timing,metadata_hit_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,climate_geography,metadata_hit_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,missing_codes_units_recall_skip_patterns,raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,household_person_keys,metadata_hit_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,weights_and_design,metadata_hit_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,consumption_or_income,metadata_hit_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,oop_health_expenditure,metadata_weak_or_proxy_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,health_need_and_access,metadata_hit_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,survey_timing,metadata_hit_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,climate_geography,metadata_hit_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,missing_codes_units_recall_skip_patterns,raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,household_person_keys,metadata_hit_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,weights_and_design,metadata_hit_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,consumption_or_income,not_found_in_public_metadata_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,oop_health_expenditure,not_found_in_public_metadata_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,health_need_and_access,metadata_hit_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,survey_timing,metadata_hit_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,climate_geography,metadata_hit_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,missing_codes_units_recall_skip_patterns,raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,household_person_keys,metadata_hit_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,weights_and_design,metadata_hit_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,consumption_or_income,not_found_in_public_metadata_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,oop_health_expenditure,not_found_in_public_metadata_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,health_need_and_access,metadata_hit_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,survey_timing,metadata_hit_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,climate_geography,metadata_hit_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,missing_codes_units_recall_skip_patterns,raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,household_person_keys,metadata_hit_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,weights_and_design,metadata_hit_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,consumption_or_income,not_found_in_public_metadata_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,oop_health_expenditure,not_found_in_public_metadata_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,health_need_and_access,metadata_hit_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,survey_timing,metadata_hit_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,climate_geography,metadata_hit_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,missing_codes_units_recall_skip_patterns,raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
17,replacement_backup_wave,Uganda,2011-2012,UGA_2011_UNPS_v02_M,household_person_keys,metadata_hit_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
17,replacement_backup_wave,Uganda,2011-2012,UGA_2011_UNPS_v02_M,weights_and_design,metadata_hit_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
17,replacement_backup_wave,Uganda,2011-2012,UGA_2011_UNPS_v02_M,consumption_or_income,metadata_hit_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
17,replacement_backup_wave,Uganda,2011-2012,UGA_2011_UNPS_v02_M,oop_health_expenditure,not_found_in_public_metadata_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
17,replacement_backup_wave,Uganda,2011-2012,UGA_2011_UNPS_v02_M,health_need_and_access,metadata_hit_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
17,replacement_backup_wave,Uganda,2011-2012,UGA_2011_UNPS_v02_M,survey_timing,metadata_hit_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
17,replacement_backup_wave,Uganda,2011-2012,UGA_2011_UNPS_v02_M,climate_geography,metadata_hit_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
17,replacement_backup_wave,Uganda,2011-2012,UGA_2011_UNPS_v02_M,missing_codes_units_recall_skip_patterns,raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,household_person_keys,metadata_hit_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,weights_and_design,metadata_hit_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,consumption_or_income,not_found_in_public_metadata_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,oop_health_expenditure,not_found_in_public_metadata_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,health_need_and_access,metadata_hit_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,survey_timing,metadata_hit_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,climate_geography,metadata_hit_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,missing_codes_units_recall_skip_patterns,raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
19,replacement_backup_wave,Uganda,2015-2016,UGA_2015_UNPS_v02_M,household_person_keys,metadata_hit_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
19,replacement_backup_wave,Uganda,2015-2016,UGA_2015_UNPS_v02_M,weights_and_design,metadata_hit_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
19,replacement_backup_wave,Uganda,2015-2016,UGA_2015_UNPS_v02_M,consumption_or_income,not_found_in_public_metadata_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
19,replacement_backup_wave,Uganda,2015-2016,UGA_2015_UNPS_v02_M,oop_health_expenditure,not_found_in_public_metadata_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
19,replacement_backup_wave,Uganda,2015-2016,UGA_2015_UNPS_v02_M,health_need_and_access,metadata_hit_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
19,replacement_backup_wave,Uganda,2015-2016,UGA_2015_UNPS_v02_M,survey_timing,metadata_hit_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
19,replacement_backup_wave,Uganda,2015-2016,UGA_2015_UNPS_v02_M,climate_geography,metadata_hit_raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
19,replacement_backup_wave,Uganda,2015-2016,UGA_2015_UNPS_v02_M,missing_codes_units_recall_skip_patterns,raw_review_required,blocked_no_original_archive_or_direct_files,blocked_no_archive_or_direct_raw_evidence,"Readable archive/direct raw file plus documentation, followed by schema inspection and manual value/unit/key review."
