sample,state_fips,state_name,reference_year,person_years,persons,active,food_insecure_mean,very_low_food_mean
lag_snap_2018_2022,02,Alaska,2018,10,10,0,0.4,0.4
lag_snap_2018_2022,02,Alaska,2019,4,4,0,1.0,0.25
lag_snap_2018_2022,02,Alaska,2020,8,8,0,0.625,0.5
lag_snap_2018_2022,02,Alaska,2021,5,5,0,1.0,0.8
lag_snap_2018_2022,02,Alaska,2022,3,3,1,0.3333333333333333,0.3333333333333333
lag_snap_2018_2022,04,Arizona,2018,23,23,0,0.43478260869565216,0.30434782608695654
lag_snap_2018_2022,04,Arizona,2019,21,21,0,0.3333333333333333,0.19047619047619047
lag_snap_2018_2022,04,Arizona,2020,29,29,0,0.3103448275862069,0.1724137931034483
lag_snap_2018_2022,04,Arizona,2021,10,10,0,0.2,0.0
lag_snap_2018_2022,04,Arizona,2022,13,13,1,0.46153846153846156,0.38461538461538464
lag_snap_2018_2022,05,Arkansas,2018,21,21,0,0.2857142857142857,0.19047619047619047
lag_snap_2018_2022,05,Arkansas,2019,15,15,0,0.5333333333333333,0.4666666666666667
lag_snap_2018_2022,05,Arkansas,2020,15,15,0,0.3333333333333333,0.26666666666666666
lag_snap_2018_2022,05,Arkansas,2021,4,4,1,0.5,0.25
lag_snap_2018_2022,05,Arkansas,2022,16,16,1,0.625,0.0625
lag_snap_2018_2022,12,Florida,2018,125,125,0,0.32,0.184
lag_snap_2018_2022,12,Florida,2019,67,67,0,0.40298507462686567,0.23880597014925373
lag_snap_2018_2022,12,Florida,2020,92,92,0,0.29347826086956524,0.07608695652173914
lag_snap_2018_2022,12,Florida,2021,44,44,1,0.38636363636363635,0.18181818181818182
lag_snap_2018_2022,12,Florida,2022,46,46,1,0.5,0.2391304347826087
lag_snap_2018_2022,13,Georgia,2018,59,59,0,0.2711864406779661,0.2033898305084746
lag_snap_2018_2022,13,Georgia,2019,35,35,0,0.2571428571428571,0.14285714285714285
lag_snap_2018_2022,13,Georgia,2020,42,42,0,0.2619047619047619,0.16666666666666666
lag_snap_2018_2022,13,Georgia,2021,29,29,0,0.2413793103448276,0.06896551724137931
lag_snap_2018_2022,13,Georgia,2022,37,37,1,0.43243243243243246,0.13513513513513514
lag_snap_2018_2022,16,Idaho,2018,8,8,0,0.25,0.125
lag_snap_2018_2022,16,Idaho,2019,5,5,0,0.4,0.4
lag_snap_2018_2022,16,Idaho,2020,9,9,0,0.3333333333333333,0.3333333333333333
lag_snap_2018_2022,16,Idaho,2021,3,3,1,0.3333333333333333,0.0
lag_snap_2018_2022,16,Idaho,2022,10,10,1,0.7,0.2
lag_snap_2018_2022,18,Indiana,2018,20,20,0,0.5,0.05
lag_snap_2018_2022,18,Indiana,2019,13,13,0,0.38461538461538464,0.15384615384615385
lag_snap_2018_2022,18,Indiana,2020,18,18,0,0.3333333333333333,0.0
lag_snap_2018_2022,18,Indiana,2021,17,17,0,0.17647058823529413,0.058823529411764705
lag_snap_2018_2022,18,Indiana,2022,17,17,1,0.4117647058823529,0.17647058823529413
lag_snap_2018_2022,19,Iowa,2018,21,21,0,0.38095238095238093,0.2857142857142857
lag_snap_2018_2022,19,Iowa,2019,14,14,0,0.35714285714285715,0.21428571428571427
lag_snap_2018_2022,19,Iowa,2020,16,16,0,0.375,0.125
lag_snap_2018_2022,19,Iowa,2021,4,4,0,0.25,0.0
lag_snap_2018_2022,19,Iowa,2022,7,7,1,0.0,0.0
lag_snap_2018_2022,21,Kentucky,2018,41,41,0,0.17073170731707318,0.0975609756097561
lag_snap_2018_2022,21,Kentucky,2019,29,29,0,0.2413793103448276,0.0
lag_snap_2018_2022,21,Kentucky,2020,29,29,0,0.41379310344827586,0.20689655172413793
lag_snap_2018_2022,21,Kentucky,2021,6,6,0,0.5,0.3333333333333333
lag_snap_2018_2022,21,Kentucky,2022,9,9,1,0.5555555555555556,0.3333333333333333
lag_snap_2018_2022,28,Mississippi,2018,49,49,0,0.22448979591836735,0.02040816326530612
lag_snap_2018_2022,28,Mississippi,2019,28,28,0,0.21428571428571427,0.10714285714285714
lag_snap_2018_2022,28,Mississippi,2020,35,35,0,0.2,0.08571428571428572
lag_snap_2018_2022,28,Mississippi,2021,18,18,0,0.16666666666666666,0.1111111111111111
lag_snap_2018_2022,28,Mississippi,2022,31,31,1,0.45161290322580644,0.16129032258064516
lag_snap_2018_2022,29,Missouri,2018,26,26,0,0.5384615384615384,0.19230769230769232
lag_snap_2018_2022,29,Missouri,2019,10,10,0,0.4,0.1
lag_snap_2018_2022,29,Missouri,2020,11,11,0,0.2727272727272727,0.2727272727272727
lag_snap_2018_2022,29,Missouri,2021,7,7,1,0.7142857142857143,0.14285714285714285
lag_snap_2018_2022,29,Missouri,2022,15,15,1,0.4666666666666667,0.26666666666666666
lag_snap_2018_2022,30,Montana,2018,2,2,0,0.0,0.0
lag_snap_2018_2022,30,Montana,2019,3,3,0,0.0,0.0
lag_snap_2018_2022,30,Montana,2020,5,5,0,0.6,0.2
lag_snap_2018_2022,30,Montana,2021,4,4,1,0.5,0.5
lag_snap_2018_2022,30,Montana,2022,3,3,1,1.0,0.6666666666666666
lag_snap_2018_2022,31,Nebraska,2018,5,5,0,0.4,0.4
lag_snap_2018_2022,31,Nebraska,2019,3,3,0,0.3333333333333333,0.3333333333333333
lag_snap_2018_2022,31,Nebraska,2020,11,11,0,0.2727272727272727,0.09090909090909091
lag_snap_2018_2022,31,Nebraska,2021,3,3,1,1.0,1.0
lag_snap_2018_2022,31,Nebraska,2022,8,8,1,0.625,0.5
lag_snap_2018_2022,38,North Dakota,2018,1,1,0,1.0,0.0
lag_snap_2018_2022,38,North Dakota,2020,1,1,0,1.0,0.0
lag_snap_2018_2022,46,South Dakota,2018,1,1,0,0.0,0.0
lag_snap_2018_2022,46,South Dakota,2020,2,2,0,0.0,0.0
lag_snap_2018_2022,46,South Dakota,2021,1,1,1,0.0,0.0
lag_snap_2018_2022,46,South Dakota,2022,2,2,1,0.0,0.0
lag_snap_2018_2022,47,Tennessee,2018,67,67,0,0.40298507462686567,0.19402985074626866
lag_snap_2018_2022,47,Tennessee,2019,30,30,0,0.2,0.03333333333333333
lag_snap_2018_2022,47,Tennessee,2020,38,38,0,0.23684210526315788,0.05263157894736842
lag_snap_2018_2022,47,Tennessee,2021,19,19,0,0.5263157894736842,0.3157894736842105
lag_snap_2018_2022,47,Tennessee,2022,33,33,1,0.42424242424242425,0.24242424242424243
lag_snap_2018_2022,56,Wyoming,2018,1,1,0,1.0,1.0
lag_snap_2018_2022,56,Wyoming,2021,1,1,0,0.0,0.0
lag_snap_2018_2022,56,Wyoming,2022,2,2,1,0.0,0.0
lag_snap_2018_2023,02,Alaska,2018,10,10,0,0.4,0.4
lag_snap_2018_2023,02,Alaska,2019,4,4,0,1.0,0.25
lag_snap_2018_2023,02,Alaska,2020,8,8,0,0.625,0.5
lag_snap_2018_2023,02,Alaska,2021,5,5,0,1.0,0.8
lag_snap_2018_2023,02,Alaska,2022,3,3,1,0.3333333333333333,0.3333333333333333
lag_snap_2018_2023,02,Alaska,2023,5,5,1,0.2,0.2
lag_snap_2018_2023,04,Arizona,2018,23,23,0,0.43478260869565216,0.30434782608695654
lag_snap_2018_2023,04,Arizona,2019,21,21,0,0.3333333333333333,0.19047619047619047
lag_snap_2018_2023,04,Arizona,2020,29,29,0,0.3103448275862069,0.1724137931034483
lag_snap_2018_2023,04,Arizona,2021,10,10,0,0.2,0.0
lag_snap_2018_2023,04,Arizona,2022,13,13,1,0.46153846153846156,0.38461538461538464
lag_snap_2018_2023,04,Arizona,2023,19,19,1,0.05263157894736842,0.05263157894736842
lag_snap_2018_2023,05,Arkansas,2018,21,21,0,0.2857142857142857,0.19047619047619047
lag_snap_2018_2023,05,Arkansas,2019,15,15,0,0.5333333333333333,0.4666666666666667
lag_snap_2018_2023,05,Arkansas,2020,15,15,0,0.3333333333333333,0.26666666666666666
lag_snap_2018_2023,05,Arkansas,2021,4,4,1,0.5,0.25
lag_snap_2018_2023,05,Arkansas,2022,16,16,1,0.625,0.0625
lag_snap_2018_2023,05,Arkansas,2023,14,14,1,0.35714285714285715,0.21428571428571427
lag_snap_2018_2023,12,Florida,2018,125,125,0,0.32,0.184
lag_snap_2018_2023,12,Florida,2019,67,67,0,0.40298507462686567,0.23880597014925373
lag_snap_2018_2023,12,Florida,2020,92,92,0,0.29347826086956524,0.07608695652173914
lag_snap_2018_2023,12,Florida,2021,44,44,1,0.38636363636363635,0.18181818181818182
lag_snap_2018_2023,12,Florida,2022,46,46,1,0.5,0.2391304347826087
lag_snap_2018_2023,12,Florida,2023,48,48,1,0.375,0.1875
lag_snap_2018_2023,13,Georgia,2018,59,59,0,0.2711864406779661,0.2033898305084746
lag_snap_2018_2023,13,Georgia,2019,35,35,0,0.2571428571428571,0.14285714285714285
lag_snap_2018_2023,13,Georgia,2020,42,42,0,0.2619047619047619,0.16666666666666666
lag_snap_2018_2023,13,Georgia,2021,29,29,0,0.2413793103448276,0.06896551724137931
lag_snap_2018_2023,13,Georgia,2022,37,37,1,0.43243243243243246,0.13513513513513514
lag_snap_2018_2023,13,Georgia,2023,31,31,1,0.41935483870967744,0.2903225806451613
lag_snap_2018_2023,16,Idaho,2018,8,8,0,0.25,0.125
lag_snap_2018_2023,16,Idaho,2019,5,5,0,0.4,0.4
lag_snap_2018_2023,16,Idaho,2020,9,9,0,0.3333333333333333,0.3333333333333333
lag_snap_2018_2023,16,Idaho,2021,3,3,1,0.3333333333333333,0.0
lag_snap_2018_2023,16,Idaho,2022,10,10,1,0.7,0.2
lag_snap_2018_2023,16,Idaho,2023,7,7,1,0.2857142857142857,0.14285714285714285
lag_snap_2018_2023,18,Indiana,2018,20,20,0,0.5,0.05
lag_snap_2018_2023,18,Indiana,2019,13,13,0,0.38461538461538464,0.15384615384615385
lag_snap_2018_2023,18,Indiana,2020,18,18,0,0.3333333333333333,0.0
lag_snap_2018_2023,18,Indiana,2021,17,17,0,0.17647058823529413,0.058823529411764705
lag_snap_2018_2023,18,Indiana,2022,17,17,1,0.4117647058823529,0.17647058823529413
lag_snap_2018_2023,18,Indiana,2023,15,15,1,0.5333333333333333,0.2
lag_snap_2018_2023,19,Iowa,2018,21,21,0,0.38095238095238093,0.2857142857142857
lag_snap_2018_2023,19,Iowa,2019,14,14,0,0.35714285714285715,0.21428571428571427
lag_snap_2018_2023,19,Iowa,2020,16,16,0,0.375,0.125
lag_snap_2018_2023,19,Iowa,2021,4,4,0,0.25,0.0
lag_snap_2018_2023,19,Iowa,2022,7,7,1,0.0,0.0
lag_snap_2018_2023,19,Iowa,2023,7,7,1,0.42857142857142855,0.14285714285714285
lag_snap_2018_2023,21,Kentucky,2018,41,41,0,0.17073170731707318,0.0975609756097561
lag_snap_2018_2023,21,Kentucky,2019,29,29,0,0.2413793103448276,0.0
lag_snap_2018_2023,21,Kentucky,2020,29,29,0,0.41379310344827586,0.20689655172413793
lag_snap_2018_2023,21,Kentucky,2021,6,6,0,0.5,0.3333333333333333
lag_snap_2018_2023,21,Kentucky,2022,9,9,1,0.5555555555555556,0.3333333333333333
lag_snap_2018_2023,21,Kentucky,2023,13,13,1,0.46153846153846156,0.23076923076923078
lag_snap_2018_2023,28,Mississippi,2018,49,49,0,0.22448979591836735,0.02040816326530612
lag_snap_2018_2023,28,Mississippi,2019,28,28,0,0.21428571428571427,0.10714285714285714
lag_snap_2018_2023,28,Mississippi,2020,35,35,0,0.2,0.08571428571428572
lag_snap_2018_2023,28,Mississippi,2021,18,18,0,0.16666666666666666,0.1111111111111111
lag_snap_2018_2023,28,Mississippi,2022,31,31,1,0.45161290322580644,0.16129032258064516
lag_snap_2018_2023,28,Mississippi,2023,23,23,1,0.391304347826087,0.043478260869565216
lag_snap_2018_2023,29,Missouri,2018,26,26,0,0.5384615384615384,0.19230769230769232
lag_snap_2018_2023,29,Missouri,2019,10,10,0,0.4,0.1
lag_snap_2018_2023,29,Missouri,2020,11,11,0,0.2727272727272727,0.2727272727272727
lag_snap_2018_2023,29,Missouri,2021,7,7,1,0.7142857142857143,0.14285714285714285
lag_snap_2018_2023,29,Missouri,2022,15,15,1,0.4666666666666667,0.26666666666666666
lag_snap_2018_2023,29,Missouri,2023,15,15,1,0.6,0.4666666666666667
lag_snap_2018_2023,30,Montana,2018,2,2,0,0.0,0.0
lag_snap_2018_2023,30,Montana,2019,3,3,0,0.0,0.0
lag_snap_2018_2023,30,Montana,2020,5,5,0,0.6,0.2
lag_snap_2018_2023,30,Montana,2021,4,4,1,0.5,0.5
lag_snap_2018_2023,30,Montana,2022,3,3,1,1.0,0.6666666666666666
lag_snap_2018_2023,30,Montana,2023,4,4,1,0.5,0.5
lag_snap_2018_2023,31,Nebraska,2018,5,5,0,0.4,0.4
lag_snap_2018_2023,31,Nebraska,2019,3,3,0,0.3333333333333333,0.3333333333333333
lag_snap_2018_2023,31,Nebraska,2020,11,11,0,0.2727272727272727,0.09090909090909091
lag_snap_2018_2023,31,Nebraska,2021,3,3,1,1.0,1.0
lag_snap_2018_2023,31,Nebraska,2022,8,8,1,0.625,0.5
lag_snap_2018_2023,31,Nebraska,2023,1,1,1,1.0,1.0
lag_snap_2018_2023,38,North Dakota,2018,1,1,0,1.0,0.0
lag_snap_2018_2023,38,North Dakota,2020,1,1,0,1.0,0.0
lag_snap_2018_2023,46,South Dakota,2018,1,1,0,0.0,0.0
lag_snap_2018_2023,46,South Dakota,2020,2,2,0,0.0,0.0
lag_snap_2018_2023,46,South Dakota,2021,1,1,1,0.0,0.0
lag_snap_2018_2023,46,South Dakota,2022,2,2,1,0.0,0.0
lag_snap_2018_2023,47,Tennessee,2018,67,67,0,0.40298507462686567,0.19402985074626866
lag_snap_2018_2023,47,Tennessee,2019,30,30,0,0.2,0.03333333333333333
lag_snap_2018_2023,47,Tennessee,2020,38,38,0,0.23684210526315788,0.05263157894736842
lag_snap_2018_2023,47,Tennessee,2021,19,19,0,0.5263157894736842,0.3157894736842105
lag_snap_2018_2023,47,Tennessee,2022,33,33,1,0.42424242424242425,0.24242424242424243
lag_snap_2018_2023,47,Tennessee,2023,29,29,1,0.5172413793103449,0.3448275862068966
lag_snap_2018_2023,56,Wyoming,2018,1,1,0,1.0,1.0
lag_snap_2018_2023,56,Wyoming,2021,1,1,0,0.0,0.0
lag_snap_2018_2023,56,Wyoming,2022,2,2,1,0.0,0.0
lag_snap_2018_2023,56,Wyoming,2023,2,2,1,0.5,0.5
current_snap_2018_2022,02,Alaska,2018,8,8,0,0.5,0.375
current_snap_2018_2022,02,Alaska,2019,13,13,0,0.9230769230769231,0.38461538461538464
current_snap_2018_2022,02,Alaska,2020,15,15,0,0.3333333333333333,0.26666666666666666
current_snap_2018_2022,02,Alaska,2021,11,11,0,1.0,0.36363636363636365
current_snap_2018_2022,02,Alaska,2022,12,12,1,0.5,0.25
current_snap_2018_2022,04,Arizona,2018,39,39,0,0.38461538461538464,0.23076923076923078
current_snap_2018_2022,04,Arizona,2019,46,46,0,0.34782608695652173,0.10869565217391304
current_snap_2018_2022,04,Arizona,2020,44,44,0,0.4318181818181818,0.18181818181818182
current_snap_2018_2022,04,Arizona,2021,28,28,0,0.2857142857142857,0.14285714285714285
current_snap_2018_2022,04,Arizona,2022,33,33,1,0.36363636363636365,0.15151515151515152
current_snap_2018_2022,05,Arkansas,2018,42,42,0,0.35714285714285715,0.23809523809523808
current_snap_2018_2022,05,Arkansas,2019,20,20,0,0.45,0.4
current_snap_2018_2022,05,Arkansas,2020,43,43,0,0.3023255813953488,0.18604651162790697
current_snap_2018_2022,05,Arkansas,2021,29,29,1,0.41379310344827586,0.1724137931034483
current_snap_2018_2022,05,Arkansas,2022,21,21,1,0.5238095238095238,0.19047619047619047
current_snap_2018_2022,12,Florida,2018,202,202,0,0.41089108910891087,0.19306930693069307
current_snap_2018_2022,12,Florida,2019,121,121,0,0.3305785123966942,0.18181818181818182
current_snap_2018_2022,12,Florida,2020,209,209,0,0.22966507177033493,0.08133971291866028
current_snap_2018_2022,12,Florida,2021,101,101,1,0.40594059405940597,0.22772277227722773
current_snap_2018_2022,12,Florida,2022,105,105,1,0.5238095238095238,0.23809523809523808
current_snap_2018_2022,13,Georgia,2018,96,96,0,0.28125,0.16666666666666666
current_snap_2018_2022,13,Georgia,2019,72,72,0,0.2638888888888889,0.09722222222222222
current_snap_2018_2022,13,Georgia,2020,120,120,0,0.275,0.15833333333333333
current_snap_2018_2022,13,Georgia,2021,85,85,0,0.3058823529411765,0.12941176470588237
current_snap_2018_2022,13,Georgia,2022,77,77,1,0.5064935064935064,0.2727272727272727
current_snap_2018_2022,16,Idaho,2018,19,19,0,0.42105263157894735,0.2631578947368421
current_snap_2018_2022,16,Idaho,2019,14,14,0,0.6428571428571429,0.6428571428571429
current_snap_2018_2022,16,Idaho,2020,15,15,0,0.3333333333333333,0.26666666666666666
current_snap_2018_2022,16,Idaho,2021,12,12,1,0.5,0.16666666666666666
current_snap_2018_2022,16,Idaho,2022,9,9,1,0.5555555555555556,0.2222222222222222
current_snap_2018_2022,18,Indiana,2018,37,37,0,0.40540540540540543,0.05405405405405406
current_snap_2018_2022,18,Indiana,2019,34,34,0,0.2647058823529412,0.20588235294117646
current_snap_2018_2022,18,Indiana,2020,44,44,0,0.29545454545454547,0.045454545454545456
current_snap_2018_2022,18,Indiana,2021,42,42,0,0.2619047619047619,0.14285714285714285
current_snap_2018_2022,18,Indiana,2022,29,29,1,0.4482758620689655,0.1724137931034483
current_snap_2018_2022,19,Iowa,2018,29,29,0,0.4827586206896552,0.3103448275862069
current_snap_2018_2022,19,Iowa,2019,27,27,0,0.4444444444444444,0.2222222222222222
current_snap_2018_2022,19,Iowa,2020,33,33,0,0.3939393939393939,0.15151515151515152
current_snap_2018_2022,19,Iowa,2021,7,7,0,0.0,0.0
current_snap_2018_2022,19,Iowa,2022,12,12,1,0.3333333333333333,0.25
current_snap_2018_2022,21,Kentucky,2018,53,53,0,0.22641509433962265,0.09433962264150944
current_snap_2018_2022,21,Kentucky,2019,48,48,0,0.3125,0.08333333333333333
current_snap_2018_2022,21,Kentucky,2020,55,55,0,0.36363636363636365,0.16363636363636364
current_snap_2018_2022,21,Kentucky,2021,22,22,0,0.45454545454545453,0.3181818181818182
current_snap_2018_2022,21,Kentucky,2022,26,26,1,0.46153846153846156,0.3076923076923077
current_snap_2018_2022,28,Mississippi,2018,80,80,0,0.2625,0.1375
current_snap_2018_2022,28,Mississippi,2019,46,46,0,0.2608695652173913,0.15217391304347827
current_snap_2018_2022,28,Mississippi,2020,68,68,0,0.25,0.11764705882352941
current_snap_2018_2022,28,Mississippi,2021,37,37,0,0.24324324324324326,0.08108108108108109
current_snap_2018_2022,28,Mississippi,2022,47,47,1,0.3829787234042553,0.1702127659574468
current_snap_2018_2022,29,Missouri,2018,36,36,0,0.5,0.3055555555555556
current_snap_2018_2022,29,Missouri,2019,31,31,0,0.4838709677419355,0.2903225806451613
current_snap_2018_2022,29,Missouri,2020,34,34,0,0.3235294117647059,0.08823529411764706
current_snap_2018_2022,29,Missouri,2021,25,25,1,0.52,0.32
current_snap_2018_2022,29,Missouri,2022,30,30,1,0.4666666666666667,0.3333333333333333
current_snap_2018_2022,30,Montana,2018,9,9,0,0.2222222222222222,0.0
current_snap_2018_2022,30,Montana,2019,8,8,0,0.125,0.0
current_snap_2018_2022,30,Montana,2020,12,12,0,0.5,0.3333333333333333
current_snap_2018_2022,30,Montana,2021,7,7,1,0.5714285714285714,0.42857142857142855
current_snap_2018_2022,30,Montana,2022,6,6,1,0.3333333333333333,0.3333333333333333
current_snap_2018_2022,31,Nebraska,2018,7,7,0,0.14285714285714285,0.14285714285714285
current_snap_2018_2022,31,Nebraska,2019,18,18,0,0.2777777777777778,0.16666666666666666
current_snap_2018_2022,31,Nebraska,2020,21,21,0,0.47619047619047616,0.14285714285714285
current_snap_2018_2022,31,Nebraska,2021,13,13,1,0.7692307692307693,0.6923076923076923
current_snap_2018_2022,31,Nebraska,2022,8,8,1,0.625,0.5
current_snap_2018_2022,38,North Dakota,2018,1,1,0,1.0,0.0
current_snap_2018_2022,38,North Dakota,2019,6,6,0,0.16666666666666666,0.16666666666666666
current_snap_2018_2022,38,North Dakota,2020,1,1,0,1.0,0.0
current_snap_2018_2022,46,South Dakota,2018,3,3,0,0.0,0.0
current_snap_2018_2022,46,South Dakota,2019,5,5,0,0.6,0.6
current_snap_2018_2022,46,South Dakota,2020,3,3,0,0.0,0.0
current_snap_2018_2022,46,South Dakota,2021,4,4,1,0.0,0.0
current_snap_2018_2022,46,South Dakota,2022,2,2,1,0.0,0.0
current_snap_2018_2022,47,Tennessee,2018,88,88,0,0.375,0.1590909090909091
current_snap_2018_2022,47,Tennessee,2019,65,65,0,0.4307692307692308,0.24615384615384617
current_snap_2018_2022,47,Tennessee,2020,79,79,0,0.24050632911392406,0.06329113924050633
current_snap_2018_2022,47,Tennessee,2021,42,42,0,0.2857142857142857,0.11904761904761904
current_snap_2018_2022,47,Tennessee,2022,52,52,1,0.4807692307692308,0.34615384615384615
current_snap_2018_2022,56,Wyoming,2020,1,1,0,0.0,0.0
current_snap_2018_2022,56,Wyoming,2021,2,2,0,0.0,0.0
current_snap_2018_2022,56,Wyoming,2022,3,3,1,0.0,0.0
